date,shift,machine_id,output_units,target_units,downtime_minutes,employees_present,quality_good_units,quality_total_units,unit_price,material_cost_per_unit,labor_cost,material_cost,downtime_cost,total_cost,revenue,profit
2025-01-30,1,1,75,107,58,4,73,75,173.36158300423125,44.972175524594334,640,3372.913164344575,483.3333333333333,4496.246497677908,13002.118725317343,8505.872227639435
2025-01-30,2,1,108,112,16,5,94,108,149.61663841132196,38.91262334523208,800,4202.563321285064,133.33333333333334,5135.896654618397,16158.596948422772,11022.700293804373
2025-01-30,3,1,74,94,5,4,73,74,138.3832951933044,58.59361356135933,640,4335.927403540591,41.666666666666664,5017.594070207258,10240.363844304526,5222.769774097268
2025-01-30,1,2,75,95,4,4,66,75,136.22354416522884,46.72556443709661,640,3504.4173327822455,33.333333333333336,4177.7506661155785,10216.765812392163,6039.015146276584
2025-01-30,2,2,67,92,42,4,61,67,127.30708099728125,55.90393831194077,640,3745.563866900032,350.0,4735.563866900032,8529.574426817844,3794.0105599178123
2025-01-30,3,2,71,98,41,4,69,71,187.27302504846017,72.09667833959043,640,5118.86416211092,341.6666666666667,6100.530828777587,13296.384778440672,7195.853949663085
2025-01-30,1,3,89,116,19,4,79,89,145.81868867378927,54.14844360426776,640,4819.211480779831,158.33333333333331,5617.544814113164,12977.863291967245,7360.318477854082
2025-01-30,2,3,80,85,25,5,74,80,190.39133302603747,75.46950960041981,800,6037.560768033585,208.33333333333334,7045.894101366918,15231.306642082998,8185.41254071608
2025-01-30,3,3,90,103,56,5,81,90,105.72802510776233,41.26118511342449,800,3713.506660208204,466.6666666666667,4980.173326874871,9515.52225969861,4535.348932823738
2025-01-30,1,4,105,110,19,5,97,105,195.6614621083458,33.44790081782106,800,3512.029585871211,158.33333333333331,4470.362919204544,20544.45352137631,16074.090602171764
2025-01-30,2,4,104,109,21,5,94,104,124.69787990719999,75.31272902605184,800,7832.523818709391,175.0,8807.523818709391,12968.579510348798,4161.055691639407
2025-01-30,3,4,86,89,15,5,78,86,142.88868788610387,72.23947181430107,800,6212.594576029892,125.0,7137.594576029892,12288.427158204933,5150.832582175041
2025-01-30,1,5,61,85,43,4,54,61,103.36136001832827,33.13266017276773,640,2021.0922705388314,358.3333333333333,3019.4256038721646,6305.042961118024,3285.6173572458597
2025-01-30,2,5,99,100,3,5,84,99,177.18577261816213,34.321230538127324,800,3397.801823274605,25.0,4222.801823274605,17541.39148919805,13318.589665923444
2025-01-30,3,5,90,94,17,5,83,90,154.83205837264242,36.39941042667932,800,3275.9469384011386,141.66666666666666,4217.613605067805,13934.885253537817,9717.271648470012
2025-01-31,1,1,82,86,20,5,78,82,141.87933190741614,43.007889548102554,800,3526.6469429444096,166.66666666666666,4493.313609611077,11634.105216408123,7140.791606797046
2025-01-31,2,1,81,116,57,4,69,81,114.4965072379817,66.25778637755573,640,5366.880696582014,475.0,6481.880696582014,9274.217086276518,2792.336389694504
2025-01-31,3,1,88,116,23,4,76,88,130.86987433731952,77.35179938693615,640,6806.958346050381,191.66666666666669,7638.625012717048,11516.548941684117,3877.9239289670695
2025-01-31,1,2,64,91,56,4,62,64,102.20351602975042,66.00040198315565,640,4224.025726921962,466.6666666666667,5330.692393588629,6541.025025904027,1210.3326323153979
2025-01-31,2,2,65,86,21,4,55,65,152.33909113743664,35.73844359346087,640,2322.9988335749567,175.0,3137.9988335749567,9902.040923933382,6764.042090358425
2025-01-31,3,2,106,113,27,5,100,106,106.76683619000016,65.39175486148844,800,6931.526015317774,225.0,7956.526015317774,11317.284636140017,3360.758620822243
2025-01-31,1,3,89,96,33,5,88,89,145.83006415286565,54.23481435650235,800,4826.898477728709,275.0,5901.898477728709,12978.875709605043,7076.977231876334
2025-01-31,2,3,99,100,4,5,89,99,184.9975371480662,63.451116866455415,800,6281.6605697790865,33.333333333333336,7114.9939031124195,18314.756177658553,11199.762274546134
2025-01-31,3,3,109,113,15,5,98,109,154.54318694069053,33.11365529409428,800,3609.388427056276,125.0,4534.388427056276,16845.20737653527,12310.818949478993
2025-01-31,1,4,109,119,37,5,101,109,197.80618179735285,69.6994858184003,800,7597.243954205634,308.33333333333337,8705.577287538968,21560.873815911462,12855.296528372493
2025-01-31,2,4,87,111,6,4,76,87,154.48477590845158,67.92125089345555,640,5909.148827730633,50.0,6599.148827730633,13440.175504035287,6841.026676304655
2025-01-31,3,4,98,101,14,5,90,98,187.7830078152041,73.97909274757646,800,7249.951089262493,116.66666666666667,8166.61775592916,18402.73476589,10236.117009960839
2025-01-31,1,5,83,107,13,4,82,83,145.12393441809883,79.24948280704376,640,6577.707072984632,108.33333333333334,7326.040406317965,12045.286556702202,4719.246150384237
2025-01-31,2,5,75,105,48,4,64,75,106.5204591260492,53.196568840616635,640,3989.742663046248,400.0,5029.742663046248,7989.034434453691,2959.291771407443
2025-01-31,3,5,63,87,43,4,62,63,149.78125080342903,35.27368499783153,640,2222.2421548633865,358.3333333333333,3220.57548819672,9436.218800616029,6215.643312419308
2025-02-01,1,1,77,102,24,4,66,77,109.34079719752955,52.053607912539185,640,4008.127809265517,200.0,4848.1278092655175,8419.241384209776,3571.1135749442583
2025-02-01,2,1,79,90,55,5,76,79,109.40361044342663,47.83354870708824,800,3778.850347859971,458.3333333333333,5037.1836811933035,8642.885225030705,3605.701543837401
2025-02-01,3,1,85,115,36,4,79,85,179.7914159615894,49.79852363312274,640,4232.874508815433,300.0,5172.874508815433,15282.270356735098,10109.395847919666
2025-02-01,1,2,114,119,17,5,101,114,179.32613504382545,45.83808385337633,800,5225.541559284902,141.66666666666666,6167.208225951569,20443.1793949961,14275.97116904453
2025-02-01,2,2,59,82,44,4,51,59,116.88542066776861,55.35255519327205,640,3265.8007564030513,366.66666666666663,4272.467423069718,6896.239819398348,2623.77239632863
2025-02-01,3,2,85,107,0,4,79,85,189.39897100078704,62.714627616248094,640,5330.743347381088,0.0,5970.743347381088,16098.912535066898,10128.16918768581
2025-02-01,1,3,115,116,3,5,102,115,196.77558771033887,72.84369680375471,800,8377.025132431792,25.0,9202.025132431792,22629.19258668897,13427.167454257176
2025-02-01,2,3,68,88,11,4,63,68,196.71266152591704,50.88804896375498,640,3460.3873295353387,91.66666666666666,4192.053996202006,13376.46098376236,9184.406987560353
2025-02-01,3,3,75,100,29,4,64,75,116.5954895295785,74.0963879152322,640,5557.229093642415,241.66666666666666,6438.895760309082,8744.661714718388,2305.765954409306
2025-02-01,1,4,77,110,58,4,75,77,168.68609976750292,34.65152432300136,640,2668.167372871105,483.3333333333333,3791.5007062044383,12988.829682097725,9197.328975893286
2025-02-01,2,4,78,83,24,5,67,78,120.97529476836814,48.95135631095487,800,3818.20579225448,200.0,4818.20579225448,9436.072991932715,4617.867199678235
2025-02-01,3,4,86,114,27,4,81,86,181.90635138616562,57.03968774927722,640,4905.413146437841,225.0,5770.413146437841,15643.946219210244,9873.533072772403
2025-02-01,1,5,85,98,59,5,80,85,147.11678989328146,71.08184488552358,800,6041.956815269505,491.66666666666663,7333.623481936172,12504.927140928925,5171.303658992753
2025-02-01,2,5,84,88,20,5,72,84,181.9255104871461,73.99109569758477,800,6215.25203859712,166.66666666666666,7181.918705263787,15281.742880920274,8099.824175656487
2025-02-01,3,5,103,109,25,5,91,103,111.29432084111735,34.35897339159156,800,3538.974259333931,208.33333333333334,4547.307592667264,11463.315046635087,6916.0074539678235
2025-02-02,1,1,85,112,20,4,75,85,190.53598742778703,66.98356503633818,640,5693.603028088745,166.66666666666666,6500.269694755412,16195.558931361898,9695.289236606486
2025-02-02,2,1,68,97,57,4,65,68,143.55054543981595,58.86248653843066,640,4002.6490846132847,475.0,5117.649084613285,9761.437089907484,4643.788005294199
2025-02-02,3,1,95,96,4,5,90,95,184.37373264067242,42.69874372860124,800,4056.3806542171174,33.333333333333336,4889.71398755045,17515.50460086388,12625.790613313427
2025-02-02,1,2,86,112,19,4,74,86,132.5104015431699,64.31635983430488,640,5531.206945750219,158.33333333333331,6329.540279083552,11395.894532712611,5066.354253629059
2025-02-02,2,2,77,107,46,4,70,77,185.57372589057863,41.358977851175744,640,3184.6412945405323,383.33333333333337,4207.974627873866,14289.176893574555,10081.20226570069
2025-02-02,3,2,61,87,54,4,53,61,169.4150573509831,55.63273765725265,640,3393.5969970924116,450.0,4483.596997092412,10334.318498409968,5850.721501317556
2025-02-02,1,3,90,117,14,4,80,90,103.31893545624263,45.19732006203619,640,4067.758805583257,116.66666666666667,4824.425472249924,9298.704191061837,4474.278718811914
2025-02-02,2,3,86,93,35,5,73,86,176.60647765353025,69.42236716266493,800,5970.323575989184,291.6666666666667,7061.990242655851,15188.157078203601,8126.16683554775
2025-02-02,3,3,89,92,14,5,77,89,190.719503070583,63.5366155952917,800,5654.758787980962,116.66666666666667,6571.425454647629,16974.035773281885,10402.610318634255
2025-02-02,1,4,71,102,58,4,61,71,144.70555438064252,53.01791356009632,640,3764.2718627668387,483.3333333333333,4887.605196100171,10274.09436102562,5386.489164925449
2025-02-02,2,4,102,115,52,5,99,102,138.04005489704096,78.84001642553297,800,8041.681675404362,433.33333333333337,9275.015008737695,14080.085599498178,4805.070590760482
2025-02-02,3,4,81,93,58,5,68,81,104.20246751714053,66.99520603834651,800,5426.611689106067,483.3333333333333,6709.9450224394,8440.399868888384,1730.4548464489835
2025-02-02,1,5,77,105,37,4,70,77,185.83416767991207,44.610911523094885,640,3435.040187278306,308.33333333333337,4383.373520611639,14309.23091135323,9925.857390741592
2025-02-02,2,5,59,82,41,4,58,59,183.9460909500767,79.08993466303139,640,4666.306145118851,341.6666666666667,5647.972811785518,10852.819366054526,5204.846554269007
2025-02-02,3,5,73,93,8,4,68,73,153.2675886761555,61.75445529548594,640,4508.075236570474,66.66666666666667,5214.741903237141,11188.533973359352,5973.792070122211
2025-02-03,1,1,49,93,55,3,45,49,154.06984766449102,34.82672350977204,480,1706.50945197883,458.3333333333333,2644.8427853121634,7549.42253556006,4904.579750247896
2025-02-03,2,1,64,109,8,3,54,64,146.87679654645058,45.06326303800002,480,2884.048834432001,66.66666666666667,3430.7155010986676,9400.114978972837,5969.399477874169
2025-02-03,3,1,32,90,52,2,27,32,129.99191115069846,67.15965993658017,320,2149.1091179705654,433.33333333333337,2902.442451303899,4159.741156822351,1257.2987055184517
2025-02-03,1,2,43,83,58,3,39,43,185.22638743911813,63.39023416132033,480,2725.780068936774,483.3333333333333,3689.1134022701076,7964.7346598820795,4275.621257611972
2025-02-03,2,2,55,101,40,3,52,55,153.1316520568059,71.90760917759621,480,3954.918504767792,333.3333333333333,4768.251838101125,8422.240863124325,3653.9890250232
2025-02-03,3,2,42,109,11,2,37,42,199.543751619131,72.78480469187697,320,3056.961797058833,91.66666666666666,3468.6284637254994,8380.837568003502,4912.209104278003
2025-02-03,1,3,59,100,4,3,53,59,122.02253013773151,54.41873144914693,480,3210.705155499669,33.333333333333336,3724.0384888330027,7199.329278126159,3475.290789293156
2025-02-03,2,3,51,88,8,3,45,51,182.92867993167556,73.94894501411336,480,3771.3961957197816,66.66666666666667,4318.062862386449,9329.362676515453,5011.2998141290045
2025-02-03,3,3,31,80,7,2,29,31,191.06765794351395,53.22166181127714,320,1649.8715161495913,58.333333333333336,2028.2048494829246,5923.0973962489325,3894.892546766008
2025-02-03,1,4,34,94,40,2,29,34,116.4824675346762,38.5290955778545,320,1309.989249647053,333.3333333333333,1963.3225829803862,3960.403896178991,1997.081313198605
2025-02-03,2,4,53,100,50,3,48,53,178.88022639053594,61.980278058884096,480,3284.9547371208573,416.6666666666667,4181.621403787524,9480.651998698404,5299.03059491088
2025-02-03,3,4,48,86,27,3,43,48,138.45113276448126,54.38335343106322,480,2610.4009646910345,225.0,3315.4009646910345,6645.6543726951,3330.253408004066
2025-02-03,1,5,55,101,43,3,53,55,160.06510665483557,67.17969580882799,480,3694.883269485539,358.3333333333333,4533.216602818872,8803.580866015956,4270.364263197084
2025-02-03,2,5,31,80,7,2,26,31,100.2921032621362,31.988298249428478,320,991.6372457322828,58.333333333333336,1369.970579065616,3109.055201126222,1739.084622060606
2025-02-03,3,5,32,85,25,2,29,32,127.68143077913058,78.57663454505254,320,2514.4523054416813,208.33333333333334,3042.785638775015,4085.8057849321785,1043.0201461571637
2025-02-04,1,1,78,108,44,4,68,78,119.6097712738393,60.53900355378841,640,4722.042277195496,366.66666666666663,5728.708943862163,9329.562159359466,3600.8532154973027
2025-02-04,2,1,70,99,55,4,64,70,185.41359976505044,32.47484267468333,640,2273.238987227833,458.3333333333333,3371.5723205611666,12978.95198355353,9607.379662992364
2025-02-04,3,1,79,87,42,5,78,79,128.49080215309607,53.14259775079253,800,4198.26522231261,350.0,5348.26522231261,10150.77337009459,4802.50814778198
2025-02-04,1,2,67,88,23,4,56,67,161.70665161178013,35.69191967383007,640,2391.358618146615,191.66666666666669,3223.0252848132814,10834.345657989268,7611.320373175987
2025-02-04,2,2,83,118,54,4,76,83,149.35465803401186,65.11293830158321,640,5404.373879031406,450.0,6494.373879031406,12396.436616822984,5902.062737791578
2025-02-04,3,2,76,98,10,4,64,76,138.9872352941544,66.49301544242391,640,5053.469173624218,83.33333333333333,5776.802506957551,10563.029882355735,4786.227375398184
2025-02-04,1,3,68,87,7,4,61,68,125.81732541911691,63.73039264581081,640,4333.666699915135,58.333333333333336,5032.000033248468,8555.57812849995,3523.5780952514824
2025-02-04,2,3,101,112,44,5,91,101,195.40331275850406,66.06967255531441,800,6673.036928086755,366.66666666666663,7839.703594753422,19735.73458860891,11896.030993855487
2025-02-04,3,3,98,104,26,5,89,98,171.75721247315943,71.47937784326251,800,7004.9790286397265,216.66666666666669,8021.6456953063935,16832.206822369622,8810.561127063229
2025-02-04,1,4,95,99,17,5,81,95,166.52921019780553,70.01774395117033,800,6651.685675361182,141.66666666666666,7593.352342027849,15820.274968791526,8226.922626763677
2025-02-04,2,4,88,115,17,4,76,88,159.63215188603684,57.479182836107185,640,5058.1680895774325,141.66666666666666,5839.8347562440995,14047.629365971241,8207.794609727142
2025-02-04,3,4,109,112,11,5,106,109,174.98507644364662,50.63376630416983,800,5519.080527154511,91.66666666666666,6410.747193821178,19073.37333235748,12662.626138536303
2025-02-04,1,5,99,108,40,5,85,99,188.8039064360118,59.93462011595487,800,5933.5273914795325,333.3333333333333,7066.860724812866,18691.58673716517,11624.726012352305
2025-02-04,2,5,71,93,17,4,65,71,111.57376066787053,37.71607826415397,640,2677.841556754932,141.66666666666666,3459.5082234215984,7921.7370074188075,4462.228783997209
2025-02-04,3,5,78,82,19,5,76,78,174.09812502745785,56.49957614632093,800,4406.966939413032,158.33333333333331,5365.300272746365,13579.653752141712,8214.353479395348
2025-02-05,1,1,79,82,15,5,74,79,182.0012629119356,64.74411868379795,800,5114.785376020038,125.0,6039.785376020038,14378.099770042912,8338.314394022875
2025-02-05,2,1,67,91,34,4,56,67,108.43923805445424,49.96843741973454,640,3347.8853071222143,283.3333333333333,4271.218640455548,7265.428949648433,2994.2103091928857
2025-02-05,3,1,111,116,20,5,110,111,121.60513650116872,53.33038923486079,800,5919.673205069547,166.66666666666666,6886.339871736214,13498.170151629727,6611.830279893513
2025-02-05,1,2,90,103,56,5,87,90,138.73925856686594,72.59206184369738,800,6533.285565932764,466.6666666666667,7799.952232599431,12486.533271017935,4686.581038418504
2025-02-05,2,2,85,115,34,4,78,85,154.25343685322514,73.08712474591476,640,6212.405603402755,283.3333333333333,7135.738936736088,13111.542132524137,5975.8031957880485
2025-02-05,3,2,95,109,59,5,81,95,138.42396201373813,52.50616805909661,800,4988.085965614177,491.66666666666663,6279.752632280844,13150.276391305122,6870.523759024278
2025-02-05,1,3,50,94,160,4,48,50,131.88668183211388,59.109937329705694,640,2955.4968664852845,1333.3333333333333,4928.830199818618,6594.334091605694,1665.503891787076
2025-02-05,2,3,45,115,243,4,44,45,151.16813865815118,38.28141735141327,640,1722.663780813597,2025.0,4387.6637808135965,6802.566239616803,2414.902458803206
2025-02-05,3,3,35,86,284,5,29,35,134.58774607378575,37.72298736116619,800,1320.3045576408167,2366.6666666666665,4486.971224307483,4710.571112582501,223.5998882750182
2025-02-05,1,4,105,108,9,5,90,105,163.6902317454743,47.03020832906458,800,4938.171874551781,75.0,5813.171874551781,17187.474333274804,11374.302458723023
2025-02-05,2,4,104,110,26,5,98,104,131.12174950633937,63.856031986750466,800,6641.027326622048,216.66666666666669,7657.693993288715,13636.661948659294,5978.967955370578
2025-02-05,3,4,82,84,7,5,72,82,158.02215187850294,57.98442224189699,800,4754.722623835553,58.333333333333336,5613.055957168886,12957.816454037242,7344.760496868355
2025-02-05,1,5,87,110,3,4,85,87,197.2025256496591,41.424337337738535,640,3603.9173483832524,25.0,4268.917348383253,17156.619731520343,12887.70238313709
2025-02-05,2,5,72,103,58,4,71,72,113.57890470639371,34.96511013768465,640,2517.4879299132945,483.3333333333333,3640.821263246628,8177.681138860347,4536.85987561372
2025-02-05,3,5,77,106,41,4,66,77,131.3206261070174,37.35309252832942,640,2876.1881246813655,341.6666666666667,3857.854791348032,10111.68821024034,6253.833418892307
2025-02-06,1,1,79,109,41,4,76,79,111.61389602005256,77.79594144776595,640,6145.8793743735105,341.6666666666667,7127.546041040177,8817.497785584153,1689.951744543976
2025-02-06,2,1,86,116,34,4,78,86,160.29428764794616,71.33536798707436,640,6134.841646888395,283.3333333333333,7058.174980221728,13785.30873772337,6727.133757501641
2025-02-06,3,1,84,108,12,4,74,84,103.0937644731342,78.53710768386242,640,6597.117045444443,100.0,7337.117045444443,8659.876215743272,1322.7591702988293
2025-02-06,1,2,80,101,3,4,72,80,147.78784480222424,56.61287655744881,640,4529.030124595904,25.0,5194.030124595904,11823.02758417794,6628.997459582036
2025-02-06,2,2,72,101,52,4,67,72,144.0441350312424,45.116662467574685,640,3248.399697665377,433.33333333333337,4321.73303099871,10371.177722249453,6049.444691250743
2025-02-06,3,2,80,111,44,4,77,80,105.76475821990249,47.12239894173567,640,3769.7919153388534,366.66666666666663,4776.458582005521,8461.180657592198,3684.7220755866774
2025-02-06,1,3,72,100,43,4,67,72,154.48276575451868,38.262102522130164,640,2754.8713815933716,358.3333333333333,3753.204714926705,11122.759134325344,7369.554419398639
2025-02-06,2,3,76,103,34,4,65,76,148.88978317924514,50.08894003271621,640,3806.759442486432,283.3333333333333,4730.092775819765,11315.62352162263,6585.530745802866
2025-02-06,3,3,89,96,34,5,76,89,162.34059581594403,58.46886805911414,800,5203.729257261159,283.3333333333333,6287.062590594492,14448.313027619019,8161.250437024527
2025-02-06,1,4,72,98,36,4,65,72,114.79841473658348,72.62788909507768,640,5229.2080148455925,300.0,6169.2080148455925,8265.48586103401,2096.277846188418
2025-02-06,2,4,107,116,35,5,91,107,172.2143235455906,56.66933143826813,800,6063.61846389469,291.6666666666667,7155.285130561357,18426.932619378193,11271.647488816836
2025-02-06,3,4,64,91,53,4,59,64,179.0509794274885,36.24104069834242,640,2319.4266046939147,441.66666666666663,3401.093271360581,11459.262683359264,8058.169411998682
2025-02-06,1,5,85,96,55,5,80,85,187.7090581018189,77.2021046912699,800,6562.178898757941,458.3333333333333,7820.512232091274,15955.269938654606,8134.757706563332
2025-02-06,2,5,68,96,50,4,66,68,198.0987378162685,54.17037179865733,640,3683.5852823086984,416.6666666666667,4740.251948975366,13470.714171506259,8730.462222530892
2025-02-06,3,5,87,111,5,4,79,87,137.53299079196017,44.28917777629351,640,3853.158466537536,41.666666666666664,4534.825133204203,11965.370198900535,7430.545065696332
2025-02-07,1,1,85,112,23,4,82,85,151.12754622007512,54.61627400005909,640,4642.383290005023,191.66666666666669,5474.04995667169,12845.841428706384,7371.791472034694
2025-02-07,2,1,68,96,50,4,67,68,140.75842085738168,71.37594610531515,640,4853.56433516143,416.6666666666667,5910.231001828097,9571.572618301954,3661.3416164738574
2025-02-07,3,1,65,83,6,4,57,65,120.04745155284027,35.46321051548107,640,2305.1086835062697,50.0,2995.1086835062697,7803.084350934618,4807.975667428348
2025-02-07,1,2,74,96,16,4,62,74,189.3090205195415,33.122879680953574,640,2451.0930963905644,133.33333333333334,3224.426429723898,14008.86751844607,10784.441088722171
2025-02-07,2,2,93,117,2,4,83,93,151.04324890042324,61.32962555466051,640,5703.655176583427,16.666666666666668,6360.321843250094,14047.02214773936,7686.700304489266
2025-02-07,3,2,97,110,54,5,83,97,147.6843468317817,64.38610212152804,800,6245.45190578822,450.0,7495.45190578822,14325.381642682825,6829.929736894605
2025-02-07,1,3,72,82,53,5,70,72,163.2544109965828,62.22351385605168,800,4480.092997635721,441.66666666666663,5721.759664302388,11754.317591753963,6032.557927451575
2025-02-07,2,3,72,91,1,4,68,72,173.30511898599934,56.428905486109855,640,4062.8811949999094,8.333333333333334,4711.214528333242,12477.968566991953,7766.754038658711
2025-02-07,3,3,78,109,46,4,68,78,120.06510174037612,79.7324320779999,640,6219.129702083992,383.33333333333337,7242.463035417325,9365.077935749337,2122.6149003320124
2025-02-07,1,4,117,119,6,5,105,117,104.41619361778312,47.089120236838085,800,5509.427067710056,50.0,6359.427067710056,12216.694653280625,5857.267585570569
2025-02-07,2,4,92,116,0,4,82,92,100.56658145295673,76.85455142293974,640,7070.618730910455,0.0,7710.618730910455,9252.125493672018,1541.5067627615626
2025-02-07,3,4,88,88,0,5,76,88,161.36041142374586,34.430235698483955,800,3029.860741466588,0.0,3829.860741466588,14199.716205289635,10369.855463823047
2025-02-07,1,5,81,88,33,5,71,81,140.71064891256276,33.30049220701208,800,2697.3398687679783,275.0,3772.3398687679783,11397.562561917584,7625.222693149606
2025-02-07,2,5,89,114,7,4,88,89,180.8235210009222,77.38440129822354,640,6887.211715541895,58.333333333333336,7585.545048875228,16093.293369082076,8507.748320206847
2025-02-07,3,5,82,113,44,4,71,82,152.25765993367452,44.97828389769369,640,3688.219279610883,366.66666666666663,4694.88594627755,12485.12811456131,7790.24216828376
2025-02-08,1,1,92,119,16,4,79,92,179.45155444907488,65.35432386333491,640,6012.597795426812,133.33333333333334,6785.931128760145,16509.54300931489,9723.611880554745
2025-02-08,2,1,80,81,1,5,75,80,129.52904940479434,41.619216152802395,800,3329.5372922241913,8.333333333333334,4137.870625557524,10362.323952383547,6224.453326826023
2025-02-08,3,1,117,118,2,5,112,117,115.23295894645355,43.30840062577687,800,5067.082873215893,16.666666666666668,5883.74953988256,13482.256196735065,7598.506656852504
2025-02-08,1,2,79,108,38,4,73,79,122.60289978159997,62.0238021087922,640,4899.880366594583,316.66666666666663,5856.54703326125,9685.629082746398,3829.0820494851478
2025-02-08,2,2,70,92,20,4,63,70,141.61214280710922,67.98057143498983,640,4758.640000449288,166.66666666666666,5565.306667115955,9912.849996497645,4347.5433293816905
2025-02-08,3,2,85,110,16,4,78,85,186.69334683518838,52.69734240541786,640,4479.274104460518,133.33333333333334,5252.607437793851,15868.934480991013,10616.327043197161
2025-02-08,1,3,113,115,7,5,109,113,146.31727167513418,41.73267208879247,800,4715.791946033549,58.333333333333336,5574.125279366882,16533.851699290164,10959.726419923281
2025-02-08,2,3,99,103,14,5,97,99,152.01698923107512,37.14379806697059,800,3677.2360086300882,116.66666666666667,4593.902675296756,15049.681933876436,10455.779258579681
2025-02-08,3,3,100,102,7,5,96,100,149.66954228179466,44.21370464637583,800,4421.370464637583,58.333333333333336,5279.703797970916,14966.954228179466,9687.25043020855
2025-02-08,1,4,85,97,55,5,82,85,127.15470474112423,50.12233187168344,800,4260.398209093092,458.3333333333333,5518.731542426425,10808.14990299556,5289.418360569134
2025-02-08,2,4,99,110,48,5,96,99,104.68519085276031,43.80847789104497,800,4337.0393112134525,400.0,5537.0393112134525,10363.833894423271,4826.7945832098185
2025-02-08,3,4,90,117,16,4,83,90,183.93384923560023,30.190996132929154,640,2717.189651963624,133.33333333333334,3490.5229852969574,16554.04643120402,13063.523445907063
2025-02-08,1,5,61,84,43,4,59,61,136.0233918800428,43.51966431922628,640,2654.699523472803,358.3333333333333,3653.0328568061364,8297.42690468261,4644.394047876474
2025-02-08,2,5,98,106,33,5,86,98,178.89324717760073,74.59360724053673,800,7310.173509572599,275.0,8385.1735095726,17531.53822340487,9146.36471383227
2025-02-08,3,5,70,92,18,4,64,70,137.7318053963193,78.20392082450542,640,5474.274457715379,150.0,6264.274457715379,9641.22637774235,3376.9519200269715
2025-02-09,1,1,112,116,16,5,95,112,193.01709654384246,72.21243512029092,800,8087.792733472583,133.33333333333334,9021.126066805917,21617.914812910356,12596.78874610444
2025-02-09,2,1,64,89,46,4,58,64,171.30460506343186,63.31927067891032,640,4052.4333234502606,383.33333333333337,5075.766656783594,10963.49472405964,5887.728067276045
2025-02-09,3,1,106,112,23,5,100,106,195.07727077313382,65.12702507674035,800,6903.464658134478,191.66666666666669,7895.131324801145,20678.190701952186,12783.059377151041
2025-02-09,1,2,85,109,8,4,75,85,178.18238633449357,62.2074610737958,640,5287.634191272643,66.66666666666667,5994.30085793931,15145.502838431954,9151.201980492644
2025-02-09,2,2,88,96,36,5,80,88,150.04011457102013,51.63645680098523,800,4544.0081984867,300.0,5644.0081984867,13203.53008224977,7559.52188376307
2025-02-09,3,2,75,97,13,4,74,75,100.28812516656146,72.94783427103147,640,5471.0875703273605,108.33333333333334,6219.4209036606935,7521.609387492109,1302.1884838314154
2025-02-09,1,3,70,92,17,4,62,70,185.03480011198954,40.599702734932904,640,2841.9791914453035,141.66666666666666,3623.64585811197,12952.436007839267,9328.790149727298
2025-02-09,2,3,64,88,37,4,59,64,188.0156737921485,40.787033958822704,640,2610.370173364653,308.33333333333337,3558.7035066979865,12033.003122697504,8474.299615999518
2025-02-09,3,3,74,102,44,4,63,74,139.4734353844828,76.5403648658245,640,5663.987000071013,366.66666666666663,6670.65366673768,10321.034218451727,3650.3805517140463
2025-02-09,1,4,88,115,17,4,85,88,197.45918113353298,32.60993145224858,640,2869.6739677978753,141.66666666666666,3651.340634464542,17376.4079397509,13725.06730528636
2025-02-09,2,4,98,107,39,5,88,98,157.91752553747222,34.26706682421624,800,3358.172548773192,325.0,4483.172548773192,15475.917502672277,10992.744953899084
2025-02-09,3,4,88,114,12,4,74,88,111.15122123212764,55.793095135616404,640,4909.792371934243,100.0,5649.792371934243,9781.307468427232,4131.515096492989
2025-02-09,1,5,64,89,45,4,58,64,191.10687027673836,71.91326797728524,640,4602.449150546256,375.0,5617.449150546256,12230.839697711255,6613.390547165
2025-02-09,2,5,89,96,35,5,84,89,103.14218215112729,66.8100212530381,800,5946.091891520391,291.6666666666667,7037.758558187058,9179.654211450328,2141.89565326327
2025-02-09,3,5,113,117,16,5,106,113,187.76470196507813,32.08284091913412,800,3625.3610238621554,133.33333333333334,4558.694357195488,21217.411322053827,16658.71696485834
2025-02-10,1,1,38,105,37,2,35,38,145.49188895075872,43.362631489679764,320,1647.779996607831,308.33333333333337,2276.1133299411645,5528.691780128831,3252.5784501876665
2025-02-10,2,1,52,96,39,3,45,52,185.71295598562824,58.767770162577804,480,3055.924048454046,325.0,3860.924048454046,9657.07371125267,5796.1496627986235
2025-02-10,3,1,59,109,40,3,54,59,126.5582832958606,30.877618168331445,480,1821.7794719315552,333.3333333333333,2635.1128052648887,7466.938714455776,4831.825909190888
2025-02-10,1,2,38,104,32,2,33,38,122.32633855051964,62.092997942767774,320,2359.533921825175,266.6666666666667,2946.2005884918417,4648.400864919746,1702.200276427904
2025-02-10,2,2,52,91,15,3,46,52,166.3007346141776,57.4191018097827,480,2985.7932941087006,125.0,3590.7932941087006,8647.638199937235,5056.844905828535
2025-02-10,3,2,41,115,46,2,34,41,154.6963251371388,71.48815601438224,320,2931.014396589672,383.33333333333337,3634.3477299230053,6342.549330622692,2708.2016006996864
2025-02-10,1,3,58,102,24,3,56,58,120.70949181765712,37.61638928313394,480,2181.7505784217688,200.0,2861.7505784217688,7001.150525424113,4139.399947002345
